0.3	96	233.54967
0.4	76	234.25123
0.5	81	214.83526
0.6	51	218.08628
0.7	105	213.95911
0.8	52	193.17909
0.9	63	241.39147
1	87	219.48175
1.1	50	244.047
1.2	86	239.29818
1.3	72	237.29835
1.4	92	232.61753
1.5	91	245.23723
1.6	82	242.20389
1.7	110	236.57813
1.8	74	230.06199
1.9	90	235.75722
2	81	234.01358
2.1	42	241.52917
2.2	61	257.63801
2.3	33	253.82822
2.4	44	268.00895
2.5	22	255.58239
2.6	25	280.44025
2.7	20	244.39188
2.8	19	303.49375
2.9	14	291.64643
3	15	301.74375
3.1	7	293.28304
3.2	20	311.12281
3.3	14	238.60134
3.4	14	298.48438
3.5	19	287.51711
3.6	6	312.62187
3.7	19	276.50329
3.8	7	281.68929
3.9	3	306.4375
4	7	311.28482
4.1	9	324.40556
4.2	7	322.83661
4.3	3	263.12708
4.4	3	237.00624
4.5	11	302.16307
4.6	9	317.47778
4.7	4	336.80469
4.8	5	257.31751
4.9	2	356.96875
5	4	379.55469
5.1	5	365.40625
5.2	5	390.61875
5.3	2	318.49689
5.4	4	377.58281
5.5	5	312.1375
5.6	3	417.63958
5.7	1	346.33124
5.8	2	166.92812
6	2	323.12813
