time,s	strain,%	stress,MPa	stressDrop,MPa	strainDropLength
2401.20019	20.00668	214.15834	2.7833400000000097	0.0033600000000006958
2403.3999	20.02503	214.05	4.958340000000021	0.003370000000000317
2405.79981	20.04502	212.60001	2.391680000000008	0.003370000000000317
2407.79981	20.06165	212.825	2.4499999999999886	0.001729999999998455
2409.79981	20.07838	213.10001	2.1083399999999983	0.0016300000000022408
2411.79981	20.095	213.93333	4.841670000000022	0.0017400000000016291
2414.3999	20.11673	212.70833	2.724989999999991	0.001629999999998688
2416.79981	20.13661	213.38333	3.9499999999999886	0.003370000000000317
2419.3999	20.15834	213.15834	2.616669999999999	0.003370000000000317
2421.3999	20.17496	213.26666	2.3916600000000017	0.0017400000000016291
2423.0	20.18832	213.26666	2.0	0.003370000000000317
2424.6001	20.20169	213.325	2.166659999999979	0.0033600000000006958
2426.6001	20.21831	213.49167	3.616669999999999	0.005000000000002558
2429.3999	20.24167	213.325	2.8916699999999764	0.0033600000000006958
2431.6001	20.26002	213.43333	2.5	0.0016399999999983095
2434.20019	20.28165	214.15834	4.058330000000012	0.0016300000000022408
2436.6001	20.30164	213.49167	2.0	0.0017300000000020077
2438.6001	20.31837	213.88333	2.1750000000000114	0.0015199999999992997
2440.6001	20.33499	214.26666	2.0	0.001729999999998455
2442.3999	20.34998	214.65834	5.058330000000012	0.0016300000000022408
2445.20019	20.37334	213.76666	2.724989999999991	0.0016300000000022408
2447.79981	20.39496	214.60001	4.116669999999999	0.003370000000000317
2451.20019	20.42331	214.88333	3.8416599999999903	0.0017399999999980764
2453.79981	20.44494	214.65834	3.9500100000000202	0.0033600000000006958
2456.20019	20.46503	213.88333	2.4499999999999886	0.003260000000000929
2458.20019	20.48165	213.93333	1.8916600000000017	0.0017400000000016291
2460.0	20.49665	214.65834	2.616669999999999	0.003260000000000929
2462.3999	20.51664	214.825	0.7749999999999773	0.0016300000000022408
2463.3999	20.525	214.77499	4.3999900000000025	0.003370000000000317
2466.0	20.54662	214.10001	2.558339999999987	0.003370000000000317
2468.3999	20.56661	214.71666	2.8416599999999903	0.003370000000000317
2470.79981	20.5866	215.05	1.5	0.003370000000000317
2472.6001	20.6016	215.49167	4.5	0.003359999999997143
2475.0	20.62159	214.26666	2.0	0.003359999999997143
2477.0	20.63831	214.88333	2.2833200000000033	0.0032700000000005502
2479.0	20.65494	215.05	3.1750000000000114	0.003370000000000317
2481.3999	20.67493	214.94167	2.4499999999999886	0.0033600000000006958
2483.6001	20.69329	215.27499	6.233319999999992	0.0033600000000006958
2486.6001	20.71827	213.55	3.508330000000001	0.0016399999999983095
2489.0	20.73827	213.825	3.283329999999978	0.001629999999998688
2491.79981	20.76162	214.60001	4.2250099999999975	0.001629999999998688
2494.79981	20.78661	214.38333	4.233339999999998	0.003370000000000317
2497.79981	20.8116	214.10001	3.058339999999987	0.0016300000000022408
2500.20019	20.83159	214.26666	3.224989999999991	0.0016300000000022408
2502.20019	20.84821	213.99167	2.2250099999999975	0.0017399999999980764
2503.79981	20.86157	214.38333	2.1750000000000114	0.003370000000000317
2505.6001	20.87657	214.49167	2.8333299999999895	0.0033600000000006958
2508.79981	20.90319	214.94167	3.9499999999999886	0.0017300000000020077
2512.0	20.92991	215.10834	2.4499999999999886	0.0017300000000020077
2514.20019	20.94827	215.21666	4.058319999999981	0.004989999999999384
2516.6001	20.96826	214.26666	2.3916600000000017	0.003260000000000929
2518.6001	20.98488	214.60001	2.833349999999996	0.0017399999999980764
2521.0	21.00487	214.99167	3.0	0.003370000000000317
2522.79981	21.01987	214.38333	2.8916600000000017	0.001729999999998455
2524.79981	21.03659	214.21666	2.116649999999993	0.0016399999999983095
2526.6001	21.05159	214.60001	2.0	0.003259999999997376
2529.0	21.07158	215.10834	3.175009999999986	0.0033600000000006958
2531.3999	21.09157	214.825	2.724989999999991	0.001629999999998688
2533.6001	21.10992	214.94167	1.9499999999999886	0.0016400000000018622
2535.3999	21.12482	215.38333	2.3333299999999895	0.0033600000000006958
2537.20019	21.13991	215.21666	2.783329999999978	0.003260000000000929
2539.20019	21.15654	214.88333	2.2833200000000033	0.001629999999998688
2541.0	21.17153	214.94167	2.3999999999999773	0.0033600000000006958
2543.0	21.18815	215.10834	2.2833400000000097	0.003370000000000317
2545.3999	21.20825	215.71666	3.8916600000000017	0.003260000000000929
2547.6001	21.2265	214.65834	2.333340000000021	0.0017399999999980764
2549.3999	21.2415	214.88333	2.3916600000000017	0.0017300000000020077
2551.0	21.25486	214.825	2.224989999999991	0.001729999999998455
2552.6001	21.26822	214.71666	2.116649999999993	0.0016300000000022408
2554.20019	21.28158	214.94167	2.675009999999986	0.001629999999998688
2556.0	21.29657	214.88333	1.8916600000000017	0.0016300000000022408
2557.79981	21.31157	215.325	0.9416699999999878	0.003260000000000929
2559.0	21.32156	215.325	0.7249899999999911	0.003259999999997376
2562.3999	21.34991	215.77499	4.566660000000013	0.001629999999998688
2564.20019	21.3648	213.825	1.2249899999999911	0.005100000000002325
2566.3999	21.38316	214.65834	1.2750100000000089	0.003370000000000317
2569.6001	21.40988	216.05	4.116669999999999	0.0016399999999983095
2571.79981	21.42824	214.94167	2.7333399999999983	0.0032700000000005502
2573.79981	21.44487	214.77499	1.8916600000000017	0.003359999999997143
2575.6001	21.45986	215.15834	3.116669999999999	0.0016300000000022408
2578.6001	21.48485	215.65834	0.7166700000000219	0.001629999999998688
2580.0	21.49648	216.27499	4.116649999999993	0.006730000000001013
2585.3999	21.54155	216.60834	4.400010000000009	0.003370000000000317
2587.6001	21.55981	214.99167	2.3333299999999895	0.0017400000000016291
2589.3999	21.57491	215.05	2.2250000000000227	0.0016300000000022408
2591.20019	21.5898	215.27499	2.2833200000000033	0.001729999999998455
2593.3999	21.60816	215.65834	2.1083399999999983	0.001629999999998688
2595.20019	21.62315	215.77499	4.008330000000001	0.0033600000000006958
2597.3999	21.64151	214.77499	2.3416599999999903	0.0033600000000006958
2599.3999	21.65813	215.10834	2.508330000000001	0.0016400000000018622
2601.6001	21.67649	215.60834	2.558339999999987	0.003370000000000317
2604.0	21.69648	215.825	3.5	0.003370000000000317
2606.79981	21.71984	215.71666	2.616649999999993	0.001629999999998688
2609.0	21.73809	215.825	2.166659999999979	0.003370000000000317
2611.0	21.75482	215.88333	2.5	0.0016300000000022408
2613.0	21.77144	215.99167	4.5	0.003370000000000317
2615.3999	21.79154	214.77499	2.674980000000005	0.003259999999997376
2617.79981	21.81143	215.325	2.3916699999999764	0.001729999999998455
2620.0	21.82979	215.825	2.441669999999988	0.0017300000000020077
2622.20019	21.84814	216.15834	2.5	0.003370000000000317
2624.0	21.86314	215.88333	4.675000000000011	0.001629999999998688
2626.6001	21.88476	214.88333	2.2833200000000033	0.001629999999998688
2628.3999	21.89975	215.05	2.1666700000000105	0.0017399999999980764
2631.20019	21.92311	216.21666	4.224989999999991	0.003359999999997143
2634.0	21.94646	215.60834	3.175009999999986	0.003370000000000317
2636.20019	21.96483	215.49167	1.6083399999999983	0.003260000000000929
2638.20019	21.98135	216.325	2.7749999999999773	0.0034600000000004627
2640.6001	22.00144	216.60834	3.900010000000009	0.003370000000000317
2643.20019	22.02306	215.88333	2.8916600000000017	0.001729999999998455
2645.20019	22.03979	215.88333	2.3916600000000017	0.003370000000000317
2647.3999	22.05815	216.38333	2.2833200000000033	0.003259999999997376
2649.6001	22.0764	216.66667	1.7250000000000227	0.003370000000000317
2651.20019	22.08976	216.83333	5.233319999999992	0.0017400000000016291
2653.3999	22.10812	214.99167	2.058339999999987	0.003370000000000317
2655.3999	22.12474	215.71666	2.116649999999993	0.003370000000000317
2657.6001	22.14311	215.88333	3.058330000000012	0.001629999999998688
2659.6001	22.15973	215.60834	2.7250099999999975	0.0033600000000006958
2661.79981	22.17809	215.825	2.058339999999987	0.0033600000000006958
2663.79981	22.19471	216.27499	2.116649999999993	0.0017399999999980764
2665.79981	22.21144	216.44167	4.066669999999988	0.001629999999998688
2668.20019	22.23143	215.77499	2.7833200000000033	0.003370000000000317
2670.3999	22.24979	215.825	3.116669999999999	0.003260000000000929
2673.0	22.27141	215.825	2.224989999999991	0.003370000000000317
2675.3999	22.2914	216.15834	2.6666700000000105	0.0016300000000022408
2677.3999	22.30813	216.38333	3.0	0.003260000000000929
2679.6001	22.32638	215.99167	2.1666700000000105	0.0016399999999983095
2681.3999	22.34138	216.325	2.3916699999999764	0.003370000000000317
2683.6001	22.35974	216.5	2.616669999999999	0.0016300000000022408
2685.6001	22.37636	216.60834	4.400010000000009	0.003370000000000317
2688.3999	22.39972	215.88333	2.5	0.0033600000000006958
2691.20019	22.42308	216.55	4.008330000000001	0.0016300000000022408
2693.79981	22.4447	216.05	2.2250000000000227	0.001729999999998455
2695.6001	22.45969	216.325	2.8916699999999764	0.0017300000000020077
2697.79981	22.47805	216.55	2.333340000000021	0.0017300000000020077
2700.0	22.49641	217.10834	3.4499999999999886	0.0033600000000006958
2702.3999	22.5164	216.77499	2.3916600000000017	0.003259999999997376
2704.3999	22.53302	216.60834	2.175009999999986	0.0017399999999980764
2706.3999	22.54975	216.66667	1.6166699999999992	0.003260000000000929
2708.20019	22.56474	217.10834	1.2250099999999975	0.003260000000000929
2709.3999	22.57474	216.83333	3.783329999999978	0.003260000000000929
2711.6001	22.59299	216.05	2.333340000000021	0.003370000000000317
2713.6001	22.60972	216.55	2.1666700000000105	0.004999999999999005
2715.6001	22.62635	216.71666	2.616649999999993	0.0033600000000006958
2717.6001	22.64307	216.83333	3.116669999999999	0.0032699999999969975
2719.79981	22.66143	216.66667	2.616669999999999	0.0016300000000022408
2722.0	22.67969	216.77499	2.508330000000001	0.0033600000000006958
2724.20019	22.69805	217.10834	4.949999999999989	0.0016200000000026193
2726.79981	22.71967	216.10834	3.058339999999987	0.001729999999998455
2729.6001	22.74302	216.83333	3.3999999999999773	0.003370000000000317
2731.79981	22.76138	216.44167	2.616669999999999	0.0016300000000022408
2733.6001	22.77638	216.5	2.1750000000000114	0.0033600000000006958
2735.3999	22.79137	216.44167	2.616669999999999	0.001629999999998688
2737.20019	22.80636	216.38333	2.5	0.001629999999998688
2739.0	22.82135	216.44167	2.4499999999999886	0.0016400000000018622
2741.0	22.83808	216.66667	0.3416700000000219	0.003259999999997376
2742.0	22.84634	216.83333	0.7833299999999781	0.001629999999998688
2744.0	22.86296	217.05	3.833340000000021	0.003370000000000317
2746.20019	22.88133	216.27499	3.008330000000001	0.0033600000000006958
